Subject,SessionNumber,BlockNumber,isRepetition,isNewRepetition,isSwapped,ContextID,ContextBackground,ContextColor,BlockLevelAccuracy,SwappedErrorCorrection,isColorSame,isBackgroundSame,InitialBlockNumber
Kyrre,14,3,0,0,0,009_042_068_002_1_filtered_210,009_042_068_002_1_filtered,210,0.733333333333333,NaN,1,1,NaN
Kyrre,14,4,0,0,1,010_028_022_002_3_filtered_210,010_028_022_002_3_filtered,210,0.866666666666667,NaN,1,1,NaN
Kyrre,14,5,0,0,0,009_042_068_002_4_filtered_168,009_042_068_002_4_filtered,168,0.933333333333333,NaN,1,1,NaN
Kyrre,14,6,0,0,1,010_018_024_002_4_filtered_84,010_018_024_002_4_filtered,84,0.933333333333333,NaN,1,1,NaN
Kyrre,14,7,0,0,0,009_042_055_001_1_filtered_0,009_042_055_001_1_filtered,0,1,NaN,1,1,NaN
Kyrre,14,8,0,0,1,010_025_022_002_2_filtered_84,010_025_022_002_2_filtered,84,0.866666666666667,1,1,1,NaN
Kyrre,14,9,0,0,0,009_022_055_002_1_filtered_168,009_022_055_002_1_filtered,168,0.733333333333333,NaN,NaN,NaN,NaN
Kyrre,14,10,0,0,1,010_005_022_002_3_filtered_210,010_005_022_002_3_filtered,210,1,0,NaN,NaN,NaN
Kyrre,14,11,0,0,0,009_023_042_001_1_filtered_168,009_023_042_001_1_filtered,168,0.866666666666667,NaN,1,1,NaN
Kyrre,14,12,0,0,1,010_005_019_001_4_filtered_84,010_005_019_001_4_filtered,84,0.933333333333333,1,0,0,NaN
Kyrre,14,13,1,0,0,009_042_068_002_4_filtered_168,009_042_068_002_4_filtered,168,1,NaN,NaN,NaN,5
Kyrre,14,14,1,0,1,010_018_024_002_4_filtered_84,010_018_024_002_4_filtered,84,0.933333333333333,NaN,NaN,NaN,6
Kyrre,14,15,1,1,0,009_047_068_002_1_filtered_0,009_047_068_002_1_filtered,0,0.733333333333333,NaN,NaN,NaN,NaN
Kyrre,14,16,1,1,1,010_005_022_001_1_filtered_126,010_005_022_001_1_filtered,126,0.8,0,NaN,NaN,NaN
Kyrre,14,17,1,0,0,009_023_042_001_1_filtered_168,009_023_042_001_1_filtered,168,0.923076923076923,NaN,NaN,NaN,11
Kyrre,14,18,1,0,1,010_021_028_001_2_filtered_210,010_021_028_001_2_filtered,210,0.923076923076923,NaN,NaN,NaN,12
Kyrre,14,19,1,0,0,009_042_055_001_1_filtered_0,009_042_055_001_1_filtered,0,0.923076923076923,NaN,NaN,NaN,7
Kyrre,14,20,1,0,1,010_025_022_002_2_filtered_84,010_025_022_002_2_filtered,84,1,1,NaN,NaN,8
Kyrre,14,21,1,0,0,009_042_068_002_1_filtered_210,009_042_068_002_1_filtered,210,0.8,NaN,NaN,NaN,3
Kyrre,14,22,1,0,1,010_028_022_002_3_filtered_210,010_028_022_002_3_filtered,210,1,1,NaN,NaN,4
Kyrre,14,23,1,0,0,009_042_055_002_2_filtered_84,009_042_055_002_2_filtered,84,0.866666666666667,NaN,NaN,NaN,1
Kyrre,14,24,1,0,1,010_018_022_001_1_filtered_210,010_018_022_001_1_filtered,210,0.933333333333333,0,NaN,NaN,2
Kyrre,15,1,0,0,0,009_042_068_002_4_filtered_210,009_042_068_002_4_filtered,210,0.666666666666667,NaN,1,1,NaN
Kyrre,15,2,0,0,1,010_018_019_002_1_filtered_42,010_018_019_002_1_filtered,42,0.933333333333333,-1,1,1,NaN
Kyrre,15,3,0,0,0,009_047_060_002_1_filtered_126,009_047_060_002_1_filtered,126,0.923076923076923,NaN,1,1,NaN
Kyrre,15,4,0,0,1,010_018_019_002_4_filtered_0,010_018_019_002_4_filtered,0,0.933333333333333,-0.5,0,0,NaN
Kyrre,15,5,0,0,0,009_019_068_002_4_filtered_210,009_019_068_002_4_filtered,210,1,NaN,NaN,NaN,NaN
Kyrre,15,6,0,0,1,010_018_022_002_3_filtered_0,010_018_022_002_3_filtered,0,1,-1,NaN,NaN,NaN
Kyrre,15,7,0,0,0,009_042_060_001_4_filtered_42,009_042_060_001_4_filtered,42,0.933333333333333,NaN,1,1,NaN
Kyrre,15,8,0,0,1,010_021_019_001_2_filtered_42,010_021_019_001_2_filtered,42,1,-1,1,1,NaN
Kyrre,15,9,0,0,0,009_047_055_002_3_filtered_42,009_047_055_002_3_filtered,42,0.4,NaN,1,1,NaN
Kyrre,15,10,0,0,1,010_005_019_002_1_filtered_210,010_005_019_002_1_filtered,210,0.857142857142857,-0.5,0,0,NaN
Kyrre,15,11,0,0,0,009_065_042_001_1_filtered_42,009_065_042_001_1_filtered,42,0.666666666666667,NaN,1,1,NaN
Kyrre,15,12,0,0,1,010_005_028_002_3_filtered_168,010_005_028_002_3_filtered,168,1,0.333333333333333,1,1,NaN
Kyrre,15,13,1,1,0,009_019_055_002_3_filtered_168,009_019_055_002_3_filtered,168,0.857142857142857,NaN,NaN,NaN,NaN
Kyrre,15,14,1,1,1,010_018_022_001_1_filtered_210,010_018_022_001_1_filtered,210,1,0.6,NaN,NaN,NaN
Kyrre,15,15,1,0,0,009_047_060_002_1_filtered_126,009_047_060_002_1_filtered,126,0.933333333333333,NaN,NaN,NaN,3
Kyrre,15,16,1,0,1,010_005_024_002_3_filtered_210,010_005_024_002_3_filtered,210,0.866666666666667,-0.333333333333333,NaN,NaN,4
Kyrre,15,17,1,0,0,009_047_055_002_3_filtered_42,009_047_055_002_3_filtered,42,0.857142857142857,NaN,NaN,NaN,9
Kyrre,15,18,1,0,1,010_025_019_001_3_filtered_126,010_025_019_001_3_filtered,126,1,0.333333333333333,NaN,NaN,10
Kyrre,15,19,1,0,0,009_065_042_001_1_filtered_42,009_065_042_001_1_filtered,42,1,NaN,NaN,NaN,11
Kyrre,15,20,1,0,1,010_005_028_002_3_filtered_168,010_005_028_002_3_filtered,168,0.916666666666667,0,NaN,NaN,12
Kyrre,15,21,1,0,0,009_042_068_002_4_filtered_210,009_042_068_002_4_filtered,210,0.785714285714286,NaN,NaN,NaN,1
Kyrre,15,22,1,0,1,010_018_019_002_1_filtered_42,010_018_019_002_1_filtered,42,0.923076923076923,-0.25,NaN,NaN,2
Kyrre,15,23,1,0,0,009_042_060_001_4_filtered_42,009_042_060_001_4_filtered,42,0.933333333333333,NaN,NaN,NaN,7
Kyrre,15,24,1,0,1,010_021_019_001_2_filtered_42,010_021_019_001_2_filtered,42,1,1,NaN,NaN,8
Kyrre,16,1,0,0,0,009_065_068_002_2_filtered_84,009_065_068_002_2_filtered,84,0.466666666666667,NaN,1,1,NaN
Kyrre,16,2,0,0,1,010_018_024_001_4_filtered_84,010_018_024_001_4_filtered,84,0.923076923076923,NaN,0,0,NaN
Kyrre,16,3,0,0,0,009_023_068_002_1_filtered_168,009_023_068_002_1_filtered,168,0.866666666666667,NaN,1,1,NaN
Kyrre,16,4,0,0,1,010_021_019_001_1_filtered_168,010_021_019_001_1_filtered,168,0.8,-0.333333333333333,1,1,NaN
Kyrre,16,5,0,0,0,009_022_042_002_1_filtered_42,009_022_042_002_1_filtered,42,0.733333333333333,NaN,1,1,NaN
Kyrre,16,6,0,0,1,010_028_019_002_1_filtered_210,010_028_019_002_1_filtered,210,0.857142857142857,-0.25,1,1,NaN
Kyrre,16,7,0,0,0,009_047_060_002_1_filtered_0,009_047_060_002_1_filtered,0,0.8,NaN,1,1,NaN
Kyrre,16,8,0,0,1,010_025_022_001_4_filtered_84,010_025_022_001_4_filtered,84,1,1,1,1,NaN
Kyrre,16,9,0,0,0,009_022_068_002_4_filtered_84,009_022_068_002_4_filtered,84,0.866666666666667,NaN,1,1,NaN
Kyrre,16,10,0,0,1,010_028_022_001_4_filtered_210,010_028_022_001_4_filtered,210,0.866666666666667,NaN,1,1,NaN
Kyrre,16,11,0,0,0,009_019_068_001_2_filtered_126,009_019_068_001_2_filtered,126,0.533333333333333,NaN,NaN,NaN,NaN
Kyrre,16,12,0,0,1,010_028_019_001_4_filtered_126,010_028_019_001_4_filtered,126,0.8,-1,NaN,NaN,NaN
Kyrre,16,13,1,0,0,009_023_068_002_1_filtered_168,009_023_068_002_1_filtered,168,1,NaN,NaN,NaN,3
Kyrre,16,14,1,0,1,010_021_019_001_1_filtered_168,010_021_019_001_1_filtered,168,1,0.5,NaN,NaN,4
Kyrre,16,15,1,0,0,009_022_042_002_1_filtered_42,009_022_042_002_1_filtered,42,0.923076923076923,NaN,NaN,NaN,5
Kyrre,16,16,1,0,1,010_028_019_002_1_filtered_210,010_028_019_002_1_filtered,210,0.8,0,NaN,NaN,6
Kyrre,16,17,1,1,0,009_022_068_002_2_filtered_126,009_022_068_002_2_filtered,126,0.666666666666667,NaN,NaN,NaN,NaN
Kyrre,16,18,1,1,1,010_025_019_002_3_filtered_210,010_025_019_002_3_filtered,210,0.8,-1,NaN,NaN,NaN
Kyrre,16,19,1,0,0,009_022_068_002_4_filtered_84,009_022_068_002_4_filtered,84,0.933333333333333,NaN,NaN,NaN,9
Kyrre,16,20,1,0,1,010_028_022_001_4_filtered_210,010_028_022_001_4_filtered,210,0.785714285714286,-1,NaN,NaN,10
Kyrre,16,21,1,0,0,009_047_060_002_1_filtered_0,009_047_060_002_1_filtered,0,0.8,NaN,NaN,NaN,7
Kyrre,16,22,1,0,1,010_025_022_001_4_filtered_84,010_025_022_001_4_filtered,84,0.733333333333333,1,NaN,NaN,8
Kyrre,16,23,1,0,0,009_065_068_002_2_filtered_84,009_065_068_002_2_filtered,84,0.857142857142857,NaN,NaN,NaN,1
Kyrre,16,24,1,0,1,010_005_022_001_2_filtered_0,010_005_022_001_2_filtered,0,0.923076923076923,-0.333333333333333,NaN,NaN,2
Kyrre,17,1,0,0,0,009_019_055_001_3_filtered_168,009_019_055_001_3_filtered,168,0.933333333333333,NaN,1,1,NaN
Kyrre,17,2,0,0,1,010_005_022_001_1_filtered_168,010_005_022_001_1_filtered,168,0.916666666666667,0,1,1,NaN
Kyrre,17,3,0,0,0,009_019_068_001_3_filtered_168,009_019_068_001_3_filtered,168,0.933333333333333,NaN,1,1,NaN
Kyrre,17,4,0,0,1,010_018_024_002_4_filtered_126,010_018_024_002_4_filtered,126,0.933333333333333,0.333333333333333,0,0,NaN
Kyrre,17,5,0,0,0,009_022_055_001_2_filtered_168,009_022_055_001_2_filtered,168,0.8,NaN,NaN,NaN,NaN
Kyrre,17,6,0,0,1,010_018_019_002_1_filtered_42,010_018_019_002_1_filtered,42,1,NaN,NaN,NaN,NaN
Kyrre,17,7,0,0,0,009_065_042_002_3_filtered_84,009_065_042_002_3_filtered,84,0.8,NaN,1,1,NaN
Kyrre,17,8,0,0,1,010_005_019_001_1_filtered_168,010_005_019_001_1_filtered,168,1,1,1,1,NaN
Kyrre,17,9,0,0,0,009_065_060_001_4_filtered_0,009_065_060_001_4_filtered,0,0.857142857142857,NaN,0,0,NaN
Kyrre,17,10,0,0,1,010_005_019_001_3_filtered_84,010_005_019_001_3_filtered,84,1,-0.5,1,1,NaN
Kyrre,17,11,0,0,0,009_047_068_001_2_filtered_210,009_047_068_001_2_filtered,210,0.8,NaN,1,1,NaN
Kyrre,17,12,0,0,1,010_025_019_001_2_filtered_126,010_025_019_001_2_filtered,126,1,1,1,1,NaN
Kyrre,17,13,1,0,0,009_019_068_001_3_filtered_168,009_019_068_001_3_filtered,168,0.866666666666667,NaN,NaN,NaN,3
Kyrre,17,14,1,0,1,010_028_019_001_4_filtered_210,010_028_019_001_4_filtered,210,1,1,NaN,NaN,4
Kyrre,17,15,1,0,0,009_065_042_002_3_filtered_84,009_065_042_002_3_filtered,84,1,NaN,NaN,NaN,7
Kyrre,17,16,1,0,1,010_005_019_001_1_filtered_168,010_005_019_001_1_filtered,168,1,0.4,NaN,NaN,8
Kyrre,17,17,1,0,0,009_019_055_001_3_filtered_168,009_019_055_001_3_filtered,168,1,NaN,NaN,NaN,1
Kyrre,17,18,1,0,1,010_005_022_001_1_filtered_168,010_005_022_001_1_filtered,168,1,1,NaN,NaN,2
Kyrre,17,19,1,1,0,009_019_068_001_2_filtered_210,009_019_068_001_2_filtered,210,0.733333333333333,NaN,NaN,NaN,NaN
Kyrre,17,20,1,1,1,010_028_019_001_2_filtered_42,010_028_019_001_2_filtered,42,0.785714285714286,1,NaN,NaN,NaN
Kyrre,17,21,1,0,0,009_042_068_002_2_filtered_126,009_042_068_002_2_filtered,126,0.846153846153846,NaN,NaN,NaN,9
Kyrre,17,22,1,0,1,010_005_019_001_3_filtered_84,010_005_019_001_3_filtered,84,0.923076923076923,0,NaN,NaN,10
Kyrre,17,23,1,0,0,009_047_068_001_2_filtered_210,009_047_068_001_2_filtered,210,0.933333333333333,NaN,NaN,NaN,11
Kyrre,17,24,1,0,1,010_025_019_001_2_filtered_126,010_025_019_001_2_filtered,126,1,1,NaN,NaN,12
Kyrre,18,1,0,0,0,009_047_055_001_2_filtered_42,009_047_055_001_2_filtered,42,0.866666666666667,NaN,1,1,NaN
Kyrre,18,2,0,0,1,010_025_022_001_2_filtered_0,010_025_022_001_2_filtered,0,0.933333333333333,0.25,1,1,NaN
Kyrre,18,3,0,0,0,009_065_060_002_2_filtered_168,009_065_060_002_2_filtered,168,0.866666666666667,NaN,NaN,NaN,NaN
Kyrre,18,4,0,0,1,010_021_028_001_1_filtered_168,010_021_028_001_1_filtered,168,1,0,NaN,NaN,NaN
Kyrre,18,5,0,0,0,009_047_042_002_1_filtered_42,009_047_042_002_1_filtered,42,0.8,NaN,0,0,NaN
Kyrre,18,6,0,0,1,010_028_028_001_3_filtered_210,010_028_028_001_3_filtered,210,0.923076923076923,0.666666666666667,1,1,NaN
Kyrre,18,7,0,0,0,009_019_055_001_4_filtered_0,009_019_055_001_4_filtered,0,0.866666666666667,NaN,1,0,NaN
Kyrre,18,8,0,0,1,010_018_019_002_2_filtered_210,010_018_019_002_2_filtered,210,0.923076923076923,-0.666666666666667,1,1,NaN
Kyrre,18,9,0,0,0,009_022_068_002_3_filtered_84,009_022_068_002_3_filtered,84,0.666666666666667,NaN,1,1,NaN
Kyrre,18,10,0,0,1,010_005_028_002_3_filtered_168,010_005_028_002_3_filtered,168,0.6,0,1,1,NaN
Kyrre,18,11,0,0,0,009_022_068_001_2_filtered_84,009_022_068_001_2_filtered,84,0.533333333333333,NaN,1,1,NaN
Kyrre,18,12,0,0,1,010_018_022_002_1_filtered_210,010_018_022_002_1_filtered,210,0.933333333333333,0,1,1,NaN
Kyrre,18,13,1,0,0,009_047_055_001_2_filtered_42,009_047_055_001_2_filtered,42,0.928571428571429,NaN,NaN,NaN,1
Kyrre,18,14,1,0,1,010_025_022_001_2_filtered_0,010_025_022_001_2_filtered,0,0.933333333333333,-0.5,NaN,NaN,2
Kyrre,18,15,1,0,0,009_022_068_001_2_filtered_84,009_022_068_001_2_filtered,84,1,NaN,NaN,NaN,11
Kyrre,18,16,1,0,1,010_018_022_002_1_filtered_210,010_018_022_002_1_filtered,210,1,1,NaN,NaN,12
Kyrre,18,17,1,0,0,009_022_068_002_3_filtered_84,009_022_068_002_3_filtered,84,0.866666666666667,NaN,NaN,NaN,9
Kyrre,18,18,1,0,1,010_005_028_002_3_filtered_168,010_005_028_002_3_filtered,168,0.933333333333333,0.333333333333333,NaN,NaN,10
Kyrre,18,19,1,0,0,009_022_068_001_1_filtered_0,009_022_068_001_1_filtered,0,1,NaN,NaN,NaN,5
Kyrre,18,20,1,0,1,010_028_028_001_3_filtered_210,010_028_028_001_3_filtered,210,0.866666666666667,0.5,NaN,NaN,6
Kyrre,18,21,1,0,0,009_065_060_002_2_filtered_0,009_065_060_002_2_filtered,0,0.8,NaN,NaN,NaN,7
Kyrre,18,22,1,0,1,010_018_019_002_2_filtered_210,010_018_019_002_2_filtered,210,1,1,NaN,NaN,8
Kyrre,18,23,1,1,0,009_065_060_002_1_filtered_126,009_065_060_002_1_filtered,126,1,NaN,NaN,NaN,NaN
Kyrre,18,24,1,1,1,010_018_028_001_1_filtered_210,010_018_028_001_1_filtered,210,0.923076923076923,0,NaN,NaN,NaN
Kyrre,19,1,0,0,0,009_042_068_002_2_filtered_0,009_042_068_002_2_filtered,0,0.866666666666667,NaN,0,0,NaN
Kyrre,19,2,0,0,1,010_018_028_002_1_filtered_0,010_018_028_002_1_filtered,0,0.733333333333333,0.666666666666667,0,0,NaN
Kyrre,19,3,0,0,0,009_022_042_001_4_filtered_168,009_022_042_001_4_filtered,168,0.923076923076923,NaN,1,1,NaN
Kyrre,19,4,0,0,1,010_005_028_002_4_filtered_210,010_005_028_002_4_filtered,210,1,1,1,1,NaN
Kyrre,19,5,0,0,0,009_042_055_002_1_filtered_84,009_042_055_002_1_filtered,84,0.8,NaN,1,1,NaN
Kyrre,19,6,0,0,1,010_028_028_001_3_filtered_210,010_028_028_001_3_filtered,210,1,0,1,1,NaN
Kyrre,19,7,0,0,0,009_023_068_001_4_filtered_0,009_023_068_001_4_filtered,0,0.933333333333333,NaN,1,1,NaN
Kyrre,19,8,0,0,1,010_028_022_001_3_filtered_210,010_028_022_001_3_filtered,210,1,0,1,1,NaN
Kyrre,19,9,0,0,0,009_019_068_002_4_filtered_0,009_019_068_002_4_filtered,0,0.8,NaN,NaN,NaN,NaN
Kyrre,19,10,0,0,1,010_018_022_001_4_filtered_126,010_018_022_001_4_filtered,126,0.866666666666667,0.5,NaN,NaN,NaN
Kyrre,19,11,0,0,0,009_022_060_001_2_filtered_42,009_022_060_001_2_filtered,42,0.866666666666667,NaN,1,1,NaN
Kyrre,19,12,0,0,1,010_021_028_001_3_filtered_0,010_021_028_001_3_filtered,0,0.666666666666667,-0.375,1,1,NaN
Kyrre,19,13,1,0,0,009_042_055_002_1_filtered_84,009_042_055_002_1_filtered,84,1,NaN,NaN,NaN,5
Kyrre,19,14,1,0,1,010_028_028_001_3_filtered_210,010_028_028_001_3_filtered,210,0.857142857142857,1,NaN,NaN,6
Kyrre,19,15,1,0,0,009_022_042_001_4_filtered_168,009_022_042_001_4_filtered,168,1,NaN,NaN,NaN,3
Kyrre,19,16,1,0,1,010_005_028_002_4_filtered_210,010_005_028_002_4_filtered,210,1,NaN,NaN,NaN,4
Kyrre,19,17,1,0,0,009_023_068_001_4_filtered_0,009_023_068_001_4_filtered,0,0.933333333333333,NaN,NaN,NaN,7
Kyrre,19,18,1,0,1,010_028_022_001_3_filtered_210,010_028_022_001_3_filtered,210,0.846153846153846,1,NaN,NaN,8
Kyrre,19,19,1,1,0,009_019_068_002_1_filtered_0,009_019_068_002_1_filtered,0,0.733333333333333,NaN,NaN,NaN,NaN
Kyrre,19,20,1,1,1,010_018_028_002_2_filtered_42,010_018_028_002_2_filtered,42,1,0,NaN,NaN,NaN
Kyrre,19,21,1,0,0,009_047_068_002_4_filtered_84,009_047_068_002_4_filtered,84,0.933333333333333,NaN,NaN,NaN,1
Kyrre,19,22,1,0,1,010_018_024_002_4_filtered_126,010_018_024_002_4_filtered,126,0.928571428571429,1,NaN,NaN,2
Kyrre,19,23,1,0,0,009_022_060_001_2_filtered_42,009_022_060_001_2_filtered,42,1,NaN,NaN,NaN,11
Kyrre,19,24,1,0,1,010_021_028_001_3_filtered_0,010_021_028_001_3_filtered,0,0.923076923076923,0,NaN,NaN,12
Kyrre,20,1,0,0,0,009_047_060_001_2_filtered_168,009_047_060_001_2_filtered,168,0.733333333333333,NaN,0,0,NaN
Kyrre,20,2,0,0,1,010_028_019_001_3_filtered_84,010_028_019_001_3_filtered,84,0.866666666666667,0.666666666666667,1,1,NaN
Kyrre,20,3,0,0,0,009_022_068_002_2_filtered_42,009_022_068_002_2_filtered,42,0.666666666666667,NaN,NaN,NaN,NaN
Kyrre,20,4,0,0,1,010_005_022_001_4_filtered_210,010_005_022_001_4_filtered,210,0.928571428571429,-1,NaN,NaN,NaN
Kyrre,20,5,0,0,0,009_019_060_002_2_filtered_0,009_019_060_002_2_filtered,0,0.923076923076923,NaN,1,0,NaN
Kyrre,20,6,0,0,1,010_028_019_002_1_filtered_42,010_028_019_002_1_filtered,42,0.933333333333333,-1,1,1,NaN
Kyrre,20,7,0,0,0,009_023_068_002_2_filtered_126,009_023_068_002_2_filtered,126,0.866666666666667,NaN,1,1,NaN
Kyrre,20,8,0,0,1,010_028_022_001_2_filtered_84,010_028_022_001_2_filtered,84,0.866666666666667,NaN,1,1,NaN
Kyrre,20,9,0,0,0,009_022_042_001_1_filtered_42,009_022_042_001_1_filtered,42,1,NaN,1,1,NaN
Kyrre,20,10,0,0,1,010_018_019_001_4_filtered_126,010_018_019_001_4_filtered,126,0.928571428571429,-0.2,1,1,NaN
Kyrre,20,11,0,0,0,009_019_068_002_3_filtered_210,009_019_068_002_3_filtered,210,0.923076923076923,NaN,1,1,NaN
Kyrre,20,12,0,0,1,010_005_028_001_1_filtered_42,010_005_028_001_1_filtered,42,1,NaN,1,1,NaN
Kyrre,20,13,1,0,0,009_023_068_002_2_filtered_126,009_023_068_002_2_filtered,126,0.923076923076923,NaN,NaN,NaN,7
Kyrre,20,14,1,0,1,010_028_022_001_2_filtered_84,010_028_022_001_2_filtered,84,0.8,0.333333333333333,NaN,NaN,8
Kyrre,20,15,1,0,0,009_023_060_001_4_filtered_0,009_023_060_001_4_filtered,0,0.8,NaN,NaN,NaN,1
Kyrre,20,16,1,0,1,010_028_019_001_3_filtered_84,010_028_019_001_3_filtered,84,0.928571428571429,1,NaN,NaN,2
Kyrre,20,17,1,1,0,009_022_060_001_1_filtered_126,009_022_060_001_1_filtered,126,0.866666666666667,NaN,NaN,NaN,NaN
Kyrre,20,18,1,1,1,010_018_019_001_1_filtered_168,010_018_019_001_1_filtered,168,1,0.6,NaN,NaN,NaN
Kyrre,20,19,1,0,0,009_019_042_001_4_filtered_0,009_019_042_001_4_filtered,0,1,NaN,NaN,NaN,5
Kyrre,20,20,1,0,1,010_028_019_002_1_filtered_42,010_028_019_002_1_filtered,42,0.933333333333333,0.5,NaN,NaN,6
Kyrre,20,21,1,0,0,009_019_068_002_3_filtered_210,009_019_068_002_3_filtered,210,1,NaN,NaN,NaN,11
Kyrre,20,22,1,0,1,010_005_028_001_1_filtered_42,010_005_028_001_1_filtered,42,1,-1,NaN,NaN,12
Kyrre,20,23,1,0,0,009_022_042_001_1_filtered_42,009_022_042_001_1_filtered,42,0.866666666666667,NaN,NaN,NaN,9
Kyrre,20,24,1,0,1,010_018_019_001_4_filtered_126,010_018_019_001_4_filtered,126,1,0,NaN,NaN,10
Kyrre,21,1,0,0,0,009_047_068_002_3_filtered_210,009_047_068_002_3_filtered,210,0.933333333333333,NaN,NaN,NaN,NaN
Kyrre,21,2,0,0,1,010_018_028_002_4_filtered_42,010_018_028_002_4_filtered,42,0.866666666666667,0,NaN,NaN,NaN
Kyrre,21,3,0,0,0,009_019_068_002_3_filtered_210,009_019_068_002_3_filtered,210,0.8,NaN,1,1,NaN
Kyrre,21,4,0,0,1,010_018_022_001_1_filtered_0,010_018_022_001_1_filtered,0,1,-1,1,1,NaN
Kyrre,21,5,0,0,0,009_047_068_001_4_filtered_168,009_047_068_001_4_filtered,168,1,NaN,0,0,NaN
Kyrre,21,6,0,0,1,010_005_022_001_2_filtered_84,010_005_022_001_2_filtered,84,1,1,1,1,NaN
Kyrre,21,7,0,0,0,009_065_042_002_2_filtered_168,009_065_042_002_2_filtered,168,0.8,NaN,1,1,NaN
Kyrre,21,8,0,0,1,010_005_019_001_3_filtered_168,010_005_019_001_3_filtered,168,1,NaN,1,1,NaN
Kyrre,21,9,0,0,0,009_065_060_002_2_filtered_210,009_065_060_002_2_filtered,210,0.866666666666667,NaN,1,1,NaN
Kyrre,21,10,0,0,1,010_028_019_001_4_filtered_168,010_028_019_001_4_filtered,168,0.857142857142857,0,0,0,NaN
Kyrre,21,11,0,0,0,009_023_055_001_4_filtered_210,009_023_055_001_4_filtered,210,0.8,NaN,1,1,NaN
Kyrre,21,12,0,0,1,010_028_024_002_4_filtered_42,010_028_024_002_4_filtered,42,1,NaN,1,1,NaN
Kyrre,21,13,1,0,0,009_019_068_002_3_filtered_210,009_019_068_002_3_filtered,210,0.857142857142857,NaN,NaN,NaN,3
Kyrre,21,14,1,0,1,010_018_022_001_1_filtered_0,010_018_022_001_1_filtered,0,0.846153846153846,0.5,NaN,NaN,4
Kyrre,21,15,1,0,0,009_065_060_002_2_filtered_210,009_065_060_002_2_filtered,210,0.923076923076923,NaN,NaN,NaN,9
Kyrre,21,16,1,0,1,010_025_022_001_1_filtered_84,010_025_022_001_1_filtered,84,0.928571428571429,0.75,NaN,NaN,10
Kyrre,21,17,1,0,0,009_023_055_001_4_filtered_210,009_023_055_001_4_filtered,210,1,NaN,NaN,NaN,11
Kyrre,21,18,1,0,1,010_028_024_002_4_filtered_42,010_028_024_002_4_filtered,42,1,0.333333333333333,NaN,NaN,12
Kyrre,21,19,1,1,0,009_047_055_002_3_filtered_210,009_047_055_002_3_filtered,210,0.8,NaN,NaN,NaN,NaN
Kyrre,21,20,1,1,1,010_018_022_002_4_filtered_168,010_018_022_002_4_filtered,168,1,1,NaN,NaN,NaN
Kyrre,21,21,1,0,0,009_065_042_002_2_filtered_168,009_065_042_002_2_filtered,168,0.933333333333333,NaN,NaN,NaN,7
Kyrre,21,22,1,0,1,010_005_019_001_3_filtered_168,010_005_019_001_3_filtered,168,1,0,NaN,NaN,8
Kyrre,21,23,1,0,0,009_065_055_002_2_filtered_0,009_065_055_002_2_filtered,0,1,NaN,NaN,NaN,5
Kyrre,21,24,1,0,1,010_005_022_001_2_filtered_84,010_005_022_001_2_filtered,84,1,0,NaN,NaN,6
Kyrre,22,1,0,0,0,009_019_042_002_4_filtered_210,009_019_042_002_4_filtered,210,0.866666666666667,NaN,0,0,NaN
Kyrre,22,2,0,0,1,010_005_028_002_3_filtered_210,010_005_028_002_3_filtered,210,0.933333333333333,0.4,1,1,NaN
Kyrre,22,3,0,0,0,009_047_042_002_4_filtered_84,009_047_042_002_4_filtered,84,0.733333333333333,NaN,1,1,NaN
Kyrre,22,4,0,0,1,010_021_028_001_4_filtered_42,010_021_028_001_4_filtered,42,0.8,0,1,1,NaN
Kyrre,22,5,0,0,0,009_019_060_001_3_filtered_168,009_019_060_001_3_filtered,168,0.866666666666667,NaN,0,0,NaN
Kyrre,22,6,0,0,1,010_018_028_002_3_filtered_42,010_018_028_002_3_filtered,42,1,0,1,1,NaN
Kyrre,22,7,0,0,0,009_065_042_001_1_filtered_84,009_065_042_001_1_filtered,84,0.933333333333333,NaN,NaN,NaN,NaN
Kyrre,22,8,0,0,1,010_005_022_001_4_filtered_84,010_005_022_001_4_filtered,84,0.928571428571429,0,NaN,NaN,NaN
Kyrre,22,9,0,0,0,009_022_055_001_3_filtered_84,009_022_055_001_3_filtered,84,1,NaN,1,1,NaN
Kyrre,22,10,0,0,1,010_025_028_001_2_filtered_210,010_025_028_001_2_filtered,210,1,NaN,1,1,NaN
Kyrre,22,11,0,0,0,009_042_060_002_1_filtered_84,009_042_060_002_1_filtered,84,0.666666666666667,NaN,1,1,NaN
Kyrre,22,12,0,0,1,010_028_028_002_4_filtered_168,010_028_028_002_4_filtered,168,1,-1,1,1,NaN
Kyrre,22,13,1,0,0,009_047_042_002_4_filtered_84,009_047_042_002_4_filtered,84,0.923076923076923,NaN,NaN,NaN,3
Kyrre,22,14,1,0,1,010_021_028_001_4_filtered_42,010_021_028_001_4_filtered,42,0.928571428571429,1,NaN,NaN,4
Kyrre,22,15,1,0,0,009_065_060_002_3_filtered_42,009_065_060_002_3_filtered,42,1,NaN,NaN,NaN,5
Kyrre,22,16,1,0,1,010_018_028_002_3_filtered_42,010_018_028_002_3_filtered,42,0.857142857142857,0.333333333333333,NaN,NaN,6
Kyrre,22,17,1,1,0,009_065_060_002_3_filtered_84,009_065_060_002_3_filtered,84,0.933333333333333,NaN,NaN,NaN,NaN
